GAME_ID,HOME_CLOSING_SPREAD
0022201227,5.5
0022201224,-4.0
0022201216,-4.5
0022201225,-3.5
0022201230,17.0
0022201222,4.0
0022201229,9.5
0022201228,-16.5
0022201226,-2.0
0022201223,-8.5
0022201218,-6.5
